aaadkrrv: aardvark
mppu: pump
demppu: pumped
ceeiklmnppru: pumpernickel
gimnppu: pumping
ikmnppu: pumpkin
ikmnppsu: pumpkins
'ikmnppsu: pumpkin's
deeikmnppsu: pumpkinseed
deeikmnppssu: pumpkinseeds
mppsu: pumps
npu: pun
chnpu: punch
abcdhnopru: punchboard
bchlnopuw: punchbowl
bchlnopsuw: punchbowls
cdehnpu: punched
cehnnopu: puncheon
cehnpru: puncher
cehnprsu: punchers
'cehnprsu: puncher's
cehnpsu: punches
cehinpru: punchier
cehillnnopu: punchinello
cghinnpu: punching
chnpuy: punchy
ciilnoptu: punctilio
ciilnopstuu: punctilious
ciillnopstuuy: punctiliously
ceiilnnopssstuu: punctiliousness
aclnptuu: punctual
acilnpttuuy: punctuality
acllnptuuy: punctually
acenpttuu: punctuate
acdenpttuu: punctuated
acenpsttuu: punctuates
acginnpttuu: punctuating
acinnopttuu: punctuation
acnoprttuu: punctuator
cenprtuu: puncture
cdenprtuu: punctured
cenprstuu: punctures
'cenprstuu: puncture's
cginnprtuu: puncturing
dinptu: pundit
dinprtuy: punditry
dinpstu: pundits
cegnnpuy: pungency
egnnptu: pungent
eglnnptuy: pungently
einpru: punier,unripe
einnpssu: puniness
hinpsu: punish,unship
abehilnpsu: punishable
dehinpsu: punished
ehinprsu: punisher
ehinpssu: punishes
ghiinnpsu: punishing
ehimnnpstu: punishment
ehimnnpsstu: punishments
'ehimnnpsstu: punishment's
eiinptuv: punitive
eiilnptuvy: punitively
knpu: punk
ahknpu: punkah
knpsu: punks,spunk
ginnnpu: punning
npsu: puns,spun
'npsu: pun's
enprstu: punster,punters
enprsstu: punsters
nptu: punt
denptu: punted
enprtu: punter
ginnptu: punting
npstu: punts
npuy: puny
ppu: pup
appu: pupa
aeppu: pupae
appsu: pupas
aepptu: pupate
adepptu: pupated
aeppstu: pupates
aginpptu: pupating
ainopptu: pupation
fhippsu: pupfish
ilppu: pupil
ilppsu: pupils
'ilppsu: pupil's
eppptu: puppet
eeeppprtu: puppeteer
eeeppprstu: puppeteers
eppprtuy: puppetry
epppstu: puppets
'epppstu: puppet's
eipppsu: puppies
pppuy: puppy
hipppsuy: puppyish
'pppsuy: puppy's
ppsu: pups
'ppsu: pup's
bdilnpru: purblind
aabcehlprsu: purchasable
acehprsu: purchase
acdehprsu: purchased
acehprrsu: purchaser
acehprrssu: purchasers
acehprssu: purchases
acghinprsu: purchasing
adhpru: purdah
epru: pure
bdeloopru: pureblood
bdeeprru: purebred
eepru: puree,rupee
deepru: pureed
eeginpru: pureeing
'eeprsu: puree's
elpruy: purely
eenprssu: pureness
eprru: purer
aginoprtu: purgation
aegiprtuv: purgative
aagiloprrtu: purgatorial
agoprrtuy: purgatory
egpru: purge
degpru: purged
egprsu: purges,spurge
gginpru: purging
acfiiinoprtu: purification
acfiiinoprstu: purifications
defiipru: purified
efiiprru: purifier
efiiprrsu: purifiers
efiiprsu: purifies
fipruy: purify
fgiinpruy: purifying
iprstu: purist
iprsstu: purists
ainprtu: puritan
aaciilnprtu: puritanical
aaciillnprtuy: puritanically
ainprstu: puritans
iprtuy: purity
lpru: purl
delpru: purled
elprru: purler
eilpruu: purlieu
ilnpru: purlin
gilnpru: purling
ilnopru: purloin
deilnopru: purloined
eilnoprru: purloiner
giilnnopru: purloining
ilnoprsu: purloins
elppru: purple
delppru: purpled
elpprsu: purples,suppler
gilnppru: purpling
hilpprsu: purplish
opprrtu: purport
deopprrtu: purported
delopprrtuy: purportedly
ginopprrtu: purporting
opprrstu: purports
eopprsu: purpose
deopprsu: purposed
eflopprsuu: purposeful
efllopprsuuy: purposefully
eeflnopprsssuu: purposefulness
eelopprsssu: purposeless
eellopprsssuy: purposelessly
eeelnopprsssssu: purposelessness
elopprsuy: purposely
eopprssu: purposes
ginopprsu: purposing
eiopprsuv: purposive
eilopprsuvy: purposively
prru: purr
deprru: purred
ginprru: purring
prrsu: purrs
eprsu: purse,super
eprrsu: purser
eprrssu: pursers
eprssu: purses
eiprrsu: pursier
einprsssu: pursiness
ginprsu: pursing
acenprsuu: pursuance
anprstuu: pursuant
eprsuu: pursue
deprsuu: pursued,usurped
eprrsuu: pursuer,usurper
eprrssuu: pursuers
eprssuu: pursues
ginprsuu: pursuing
iprstuu: pursuit
iprsstuu: pursuits
'iprsstuu: pursuit's
ainprstuuv: pursuivant
prsuy: pursy,syrup
ceelnpruu: purulence
elnprtuu: purulent
epruvy: purvey
aceenpruvy: purveyance
deepruvy: purveyed
eginpruvy: purveying
eoprruvy: purveyor
eoprrsuvy: purveyors
eprsuvy: purveys
eipruvw: purview
psu: pus,sup,ups
hpsu: push
abhllpsu: pushball
bhnopsttuu: pushbutton
bhnopssttuu: pushbuttons
achprstu: pushcart
achhiprsu: pushchair
achhiprssu: pushchairs
dhnopsuw: pushdown
dehpsu: pushed
ehprsu: pusher
ehprssu: pushers
ehpssu: pushes
ehiprsu: pushier
hilpsuy: pushily
ehinpsssu: pushiness
ehoprsuv: pushover
ehoprssuv: pushovers
'ehoprssuv: pushover's
hinppsu: pushpin
hinppssu: pushpins
'hinppssu: pushpin's
dhoprsu: pushrod
dhoprssu: pushrods
hpsuy: pushy
aiiillmnpstuy: pusillanimity
aiillmnopssuu: pusillanimous
aiilllmnopssuuy: pusillanimously
pssu: puss
eipsssu: pussies
pssuy: pussy
acpsstuy: pussycat
foopsstuy: pussyfoot
efooprsstuy: pussyfooter
fginoopsstuy: pussyfooting
elpstuu: pustule
elpsstuu: pustules
ptu: put
aeipttuv: putative
aeilpttuvy: putatively
dnoptuw: putdown
dnopstuw: putdowns
'dnopstuw: putdown's
gloptu: putlog
acefinoprttu: putrefaction
aceefiprttuv: putrefactive
efprtuy: putrefy
cceeenprstu: putrescence
ceenprsttu: putrescent
diprtu: putrid
diiprttuy: putridity
dilprtuy: putridly
pstu: puts
chpstu: putsch
pttu: putt
depttu: putted
eepttu: puttee
eepsttu: puttees
eprttu: putter
eginprttu: puttering
eprsttu: putters,sputter
deipttu: puttied
eipsttu: putties
ginpttu: putting
pttuy: putty
ginpttuy: puttying
ooprtttuy: puttyroot
elpuzz: puzzle
delpuzz: puzzled
eelmnptuzz: puzzlement
elpruzz: puzzler
elprsuzz: puzzlers
elpsuzz: puzzles
gilnpuzz: puzzling
egimpsy: pygmies
gmpyy: pygmy
'gmpsyy: pygmy's
aajmpy: pyjama
aajmpsy: pyjamas
'aajmpsy: pyjama's
lnopy: pylon
lnopsy: pylons
ilopry: pylori
cilopry: pyloric
loprsuy: pylorus
aehooprry: pyorrhoea
'aehooprrsy: pyorrhoea's
adimpry: pyramid
aadilmpry: pyramidal
adimprsy: pyramids
'adimprsy: pyramid's
ehmprrtuy: pyrethrum
ceiprty: pyretic
aeiprxy: pyrexia
deiinpry: pyridine
deiinoprxy: pyridoxine
eiprty: pyrite
eiprsty: pyrites
aaimnopry: pyromania
aacimnopry: pyromaniac
aacimnoprsy: pyromaniacs
'aacimnoprsy: pyromaniac's
eemoprrty: pyrometer
eemoprrsty: pyrometers
'eemoprrsty: pyrometer's
aehhooppprsty: pyrophosphate
ccehinoprty: pyrotechnic
accehilnoprty: pyrotechnical
accehillnoprtyy: pyrotechnically
ccehinoprsty: pyrotechnics
eenoprxy: pyroxene
chiPrry: Pyrrhic
hnopty: python
hnopsty: pythons
'qs: q's
aqu: qua
ackqu: quack
acdekqu: quacked
acekqruy: quackery
acgiknqu: quacking
ackqsu: quacks
adqu: quad
aadeglnqru: quadrangle
aadeglnqrsu: quadrangles
aaadglnqrruu: quadrangular
aadnqrtu: quadrant
aadnqrstu: quadrants
'aadnqrstu: quadrant's
aacdhinopqru: quadraphonic
aadeqrtu: quadrate
aadeqrstu: quadrates
aacdiqrtu: quadratic
aacdiqrstu: quadratics
aadeilnnqru: quadrennial
acdiqru: quadric
acdeipqrsu: quadriceps
aaadeillqrrtu: quadrilateral
aaadeillqrrstu: quadrilaterals
adeillqru: quadrille
adeillqrsu: quadrilles
adiillnoqru: quadrillion
adhiillnoqrtu: quadrillionth
aadeiipqrrttu: quadripartite
aadegiilpqru: quadriplegia
acdegiilpqru: quadriplegic
adnooqru: quadroon
adnooqrsu: quadroons
addepqruu: quadruped
addepqrsuu: quadrupeds
adelpqruu: quadruple
addelpqruu: quadrupled
adelpqrsuu: quadruples
adelpqrtuu: quadruplet
adelpqrstuu: quadruplets
aacdeilpqrtuu: quadruplicate
aacddeilpqrtuu: quadruplicated
aacdeilpqrstuu: quadruplicates
aacdgiilnpqrtuu: quadruplicating
adgilnpqruu: quadrupling
affqu: quaff
aegimqru: quagmire
aegimqrsu: quagmires
'aegimqrsu: quagmire's
aghoqu: quahog
ailqu: quail
ailqsu: quails
'ailqsu: quail's
ainqtu: quaint
ailnqtuy: quaintly
aeinnqsstu: quaintness
aekqu: quake
adekqu: quaked
aekQru: Quaker
aekqsu: quakes,squeak
agiknqu: quaking
akquy: quaky
aacfiiilnoqtu: qualification
aacfiiilnoqstu: qualifications
adefiilqu: qualified
adefiillquy: qualifiedly
aefiilqru: qualifier
aefiilqrsu: qualifiers
aefiilqsu: qualifies
afilquy: qualify
afgiilnquy: qualifying
aaeiilqttuv: qualitative
aaeiillqttuvy: qualitatively
aeiilqstu: qualities
ailqtuy: quality
'ailqstuy: quality's
almqu: qualm
aehilmnqsssu: qualmishness
almqsu: qualms
aadeinqrsu: quandaries
aadnqruy: quandary
'aadnqrsuy: quandary's
agnoqu: quango
aanqtu: quanta
aabefiilnqtu: quantifiable
aabfiilnqtuy: quantifiably
aacfiiinnoqttu: quantification
aaacfiiilnnoqttu: quantificational
aacfiiinnoqsttu: quantifications
adefiinqtu: quantified
aefiinqrtu: quantifier
aefiinqrstu: quantifiers
aefiinqstu: quantifies
afinqtuy: quantify
afgiinnqtuy: quantifying
aaeiinqtttuv: quantitative
aaeiilnqtttuvy: quantitatively
aeiinqsttu: quantities
ainqttuy: quantity
'ainqsttuy: quantity's
amnqtuu: quantum
aaeinnqrtu: quarantine
aadeinnqrtu: quarantined
aaeinnqrstu: quarantines
'aaeinnqrstu: quarantine's
aagiinnnqrtu: quarantining
akqru: quark
akqrsu: quarks
aelqrru: quarrel
adeellqrru: quarrelled
aeellqrrru: quarreller
aeellqrrrsu: quarrellers
aegillnqrru: quarrelling
aelqrrsu: quarrels
aeelmoqrrsu: quarrelsome
aeeelmnoqrrsssu: quarrelsomeness
adeiqrru: quarried
aeiqrrsu: quarries
aqrruy: quarry
aginqrruy: quarrying
aamnqrruy: quarryman
aemnqrruy: quarrymen
'aqrrsuy: quarry's
aqrtu: quart
aeqrrtu: quarter
aabcekqrrtu: quarterback
aabcekqrrstu: quarterbacks
acdeekqrrtu: quarterdeck
acdeekqrrstu: quarterdecks
adeeqrrtu: quartered
aaefilnqrrtu: quarterfinal
aaefiilnqrrsttu: quarterfinalist
aeginqrrtu: quartering
aeeilqrrstu: quarterlies
aelqrrtuy: quarterly
aaeemqrrrsttu: quartermaster
aaeemqrrrssttu: quartermasters
aeqrrstu: quarters
aaeffqrrsttu: quarterstaff
aeqrttu: quartet
aeqrsttu: quartets,squatter
'aeqrsttu: quartet's
aeilqrtu: quartile,requital
aeilqrstu: quartiles
aoqrtu: quarto
aoqrstu: quartos
aqrstu: quarts
aqrtuz: quartz
aeiqrttuz: quartzite
aaqrsu: quasar
aaqrssu: quasars
'aaqrssu: quasar's
ahqsu: quash
adehqsu: quashed
aehqssu: quashes
aghinqsu: quashing
aiqsu: quasi
aaeeinqrrstu: quaternaries
aaenqrrtuy: quaternary
aeinnoqrtu: quaternion
aainqrtu: quatrain
aefiloqrtu: quatrefoil
aeqruv: quaver
adeeqruv: quavered
aeginqruv: quavering
aeqrsuv: quavers
aquy: quay
aqsuy: quays
adeiqsuy: quayside
aenqu: quean
aeeiqrsu: queasier
aeilqsuy: queasily
aeeinqsssu: queasiness
aeqsuy: queasy
eenqu: queen
eelnquy: queenly
eenqsu: queens
'eenqsu: queen's
eeqru: queer
eeeqrru: queerer
eeeqrstu: queerest
eelqruy: queerly
eeenqrssu: queerness
eeqrsu: queers
ellqu: quell
deellqu: quelled
egillnqu: quelling
ellqsu: quells
cehnqu: quench
abceehlnqu: quenchable
cdeehnqu: quenched
ceehnqru: quencher
ceehnqsu: quenches
ceghinnqu: quenching
ceehlnqssu: quenchless
eeellnqu: quenelle
deeiqru: queried
enqru: quern
enqrsu: querns
eloqrsuuu: querulous
elloqrsuuuy: querulously
eqruy: query
eginqruy: querying
eqstu: quest
deeqstu: quested
eginqstu: questing
einoqstu: question
abeeilnoqstu: questionable
abeilnoqstuy: questionably
deeinoqstu: questioned
eeinoqrstu: questioner
eeinoqrsstu: questioners
egiinnoqstu: questioning
egiilnnoqstuy: questioningly
egiinnoqsstu: questionings
aeeiinnoqrstu: questionnaire
aeeiinnoqrsstu: questionnaires
'aeeiinnoqrsstu: questionnaire's
einoqsstu: questions
eqsstu: quests
aelqtuz: quetzal
eequu: queue
deequu: queued
eeginquu: queueing
eeqsuu: queues
'eeqsuu: queue's
bbeilqu: quibble
bbdeilqu: quibbled
bbeilqru: quibbler
bbeilqsu: quibbles
bbgiilnqu: quibbling
cehiqu: quiche
cehiqsu: quiches
cikqu: quick
ceiknqu: quicken
cdeeiknqu: quickened
cegiiknnqu: quickening
ceiknqsu: quickens
ceikqru: quicker
ceikqstu: quickest,quickset
ceiikqu: quickie
ceiikqsu: quickies
ceiiklmqu: quicklime
ciklquy: quickly
ceiknqssu: quickness
acdiknqsu: quicksand
ceiiklqrsuv: quicksilver
ceikpqstu: quickstep
ceikpqsstu: quicksteps
diqu: quid
cdinnquu: quidnunc
'diqsu: quid's
cceeeinqsu: quiescence
ceeinqstu: quiescent
ceeilnqstuy: quiescently
eiqtu: quiet,quite
deeiqtu: quieted
eeinqtu: quieten
deeeinqtu: quietened
eegiinnqtu: quietening
eeinqstu: quietens
eeiqrtu: quieter,requite
eeiqsttu: quietest
egiinqtu: quieting
eiiqsttu: quietist
eilqtuy: quietly
eeinqsstu: quietness
eiqstu: quiets
deeiqtuu: quietude
eiqstuu: quietus
ffiqu: quiff
illqu: quill
illqsu: quills
ilqtu: quilt
deilqtu: quilted
giilnqtu: quilting
ilqstu: quilts
ceinqsu: quinces
cinnquux: quincunx
ceinnqsuux: quincunxes
eiinnqu: quinine
inqsuy: quinsy
ailnqtu: quintal
ceeeinnqsstu: quintessence
aeeiilnnqssttu: quintessential
einqttu: quintet
einqsttu: quintets
eiilnqtu: quintile
eiilnqstu: quintiles
iiillnnoqtu: quintillion
hiiillnnoqttu: quintillionth
eilnpqtuu: quintuple
deilnpqtuu: quintupled
eilnpqstuu: quintuples
eilnpqttuu: quintuplet
eilnpqsttuu: quintuplets
'eilnpqsttuu: quintuplet's
giilnnpqtuu: quintupling
ipqu: quip
deippqu: quipped
giinppqu: quipping
ipqsu: quips
eipqrstu: quipster
eiqru: quire
ikqru: quirk
iiklqruy: quirkily
eiiknqrssu: quirkiness
giiknqru: quirking
ikqrsu: quirks
ikqruy: quirky
iqrtu: quirt
giilnqsu: quisling
iqtu: quit
aciilmqtu: quitclaim
einqrttu: quitrent
iqstu: quits
aceinqttu: quittance
deiqttu: quitted
eiqrttu: quitter
eiqrsttu: quitters
'eiqrsttu: quitter's
giinqttu: quitting
eiqruv: quiver
deeiqruv: quivered
egiinqruv: quivering
eiqrsuv: quivers
ciioqtux: quixotic
aciilloqtuxy: quixotically
iquz: quiz
aeimqrstuz: quizmaster
deiquzz: quizzed
eiqruzz: quizzer
eiqsuzz: quizzes
aciilquzz: quizzical
aciiilqtuyzz: quizzicality
aciillquyzz: quizzically
giinquzz: quizzing
oqu: quo
inoqu: quoin
ioqtu: quoit
ioqstu: quoits
admnoqu: quondam
moqruu: quorum
aoqtu: quota
abeloqtu: quotable
aoqstu: quotas
'aoqstu: quota's
ainooqttu: quotation
ainooqsttu: quotations
'ainooqsttu: quotation's
eoqtu: quote,toque
deoqtu: quoted
eoqstu: quotes
adiinoqtu: quotidian
einoqttu: quotient
einoqsttu: quotients
ginoqtu: quoting
'rs: r's
ANrR: rRNA
abberst: rabbets,stabber
abbir: rabbi
aabbeinrt: rabbinate
abbciinr: rabbinic
aabbciilnr: rabbinical
abbirt: rabbit
'abbirst: rabbit's
abbirst: rabbits
abbelr: rabble
abdiirty: rabidity
abdilry: rabidly
accnoor: raccoon
'accnoors: raccoon's
accnoors: raccoons
acceeorrsu: racecourse
acceeorrssu: racecourses
aceehorrs: racehorse
'aceehorrss: racehorse's
aceehorrss: racehorses
aaccekrrt: racetrack
aacerwy: raceway
acdehirs: rachides
acchiirt: rachitic
aacilr: racial
aaciilmrs: racialism
aaciilrst: racialist,satirical
aacillry: racially
aceirr: racier
aceinrss: raciness
acimrs: racism
acirst: racist
acirsst: racists
ackr: rack
acdekr: racked
acekrt: racket
'acekrst: racket's
aceeekrrt: racketeer
aceeegiknrrt: racketeering
aceeekrrst: racketeers
acekrst: rackets,stacker
acekrty: rackety
acgiknr: racking
ackrs: racks
acenorrtu: raconteur
aceqrtu: racquet
aceqrstu: racquets
acry: racy
aadrr: radar
'aadrrs: radar's
aadrrs: radars
aacdeoprrs: radarscope
aacdeoprrss: radarscopes
adddelr: raddled
aadilr: radial
aadinr: radian
aacdeinr: radiance
aadinrs: radians
aadinrt: radiant
aadilnrty: radiantly
aadeirt: radiate
aaddeirt: radiated
aadeirst: radiates
aadgiinrt: radiating
aadiinort: radiation
aadiinorst: radiations
aadiorrt: radiator
'aadiorrst: radiator's
aadiorrst: radiators
aacdilr: radical
aaacdiiilnorst: radicalisation
'aaacdiiilnorsst: radicalisation's
aaacdiiilnorsst: radicalisations
aacdeiilrs: radicalise
aacddeiilrs: radicalised
aacdeiilrss: radicalises
aacdgiiilnrs: radicalising
aacdiilmrs: radicalism
aacdillry: radically
aacdilrs: radicals
aacddinr: radicand
acdeirs: radices,sidecar
adiir: radii
aacdeiiortv: radioactive
aacdeiilortvy: radioactively
aacdiiiorttvy: radioactivity
aabcdgiiillooor: radiobiological
abdgiiilooorst: radiobiologist
abdgiilooory: radiobiology
aaabcddioorrst: radiobroadcast
aaabcddeioorrrst: radiobroadcaster
aabcdinoorr: radiocarbon
aaccdehiilmor: radiochemical
acdehiimorrsty: radiochemistry
acdegilooory: radioecology
addeior: radioed
aadgimorr: radiogram
'aadgimorrs: radiogram's
aadgimorrs: radiograms
aadghioprr: radiograph
aacdghiioprr: radiographic
aadghioprry: radiography
adgiinor: radioing
adeiioooprst: radioisotope
aaadiilnorr: radiolarian
aacdiilnooort: radiolocation
aacdgiilloor: radiological
adgiiloorst: radiologist
adgiloory: radiology
aadimnor: radioman
adeimnor: radiomen
adeeimorrt: radiometer
'adeeimorrst: radiometer's
adeeimorrst: radiometers
acdeiimorrt: radiometric
adeimorrty: radiometry
adehinoopr: radiophone
acdhiinoopr: radiophonic
adhioooprt: radiophoto
aadghhiooopprrt: radiophotograph
adiors: radios
accdiiooprs: radioscopic
acdiooprsy: radioscopy
adeeiiinorsstv: radiosensitive
addeinoors: radiosonde
aadeeghiloprrt: radiotelegraph
aacdeeghiiloprrt: radiotelegraphic
aadeeghiloprrty: radiotelegraphy
adeeehilnooprt: radiotelephone
adeehilnooprty: radiotelephony
aadehiioprrstt: radiotherapist
aadehioprrty: radiotherapy
adhiimoorrtu: radiothorium
acdiioortx: radiotoxic
aacdeiorrrt: radiotracer
adhirs: radish
'adhirss: radish's
adehirss: radishes
adimru: radium
adirsu: radius
adeirssu: radiuses
adirx: radix
adeirsx: radixes
ademor: radome,roamed
affr: raff
affhirs: raffish
aefflr: raffle
adefflr: raffled
aefflrs: raffles
affgilnr: raffling
aefrrt: rafter
adeefrrt: raftered
aefrrst: rafters
afrst: rafts
'agrs: rag's
aaffgimnru: ragamuffin
aabggr: ragbag
adegglry: raggedly
adeeggnrss: raggedness
adeggry: raggedy
aggginr: ragging
agginr: raging
aaglnr: raglan
aagmnr: ragman
agortu: ragout
agrs: rags
aaggrt: ragtag
adeegrw: ragweed,wagered
agmorrw: ragworm
agorrtw: ragwort
ahr: rah
addeir: raided
adeirr: raider
adeirrs: raiders
adgiinr: raiding
adirs: raids
abdiilrr: railbird
abdiilrrs: railbirds
aacilrr: railcar
aacilrrs: railcars
aadehilr: railhead
aadehilrs: railheads
agiilnr: railing
agiilnrs: railings
aeillrry: raillery
aadilorr: railroad
aaddeilorr: railroaded
aadeilorrr: railroader
aadeilorrrs: railroaders
aadgiilnorr: railroading
aadilorrs: railroads
aailrwy: railway
'aailrswy: railway's
aaailmnrwy: railwayman
aailrswy: railways
ainr: rain
'ainrs: rain's
aabdinnr: rainband
abdiinrr: rainbird
abinorw: rainbow
abinorsw: rainbows
accehiknr: raincheck
aacinort: raincoat
'aacinorst: raincoat's
aacinorst: raincoats
adinoprr: raindrop
'adinoprrs: raindrop's
adinoprrs: raindrops
adeinr: rained
aafillnr: rainfall
aefinorrst: rainforest
aeiinrr: rainier
aeilnrss: rainless
aaeikmnrr: rainmaker
aagiikmnnr: rainmaking
ainortu: rainout
afinooprr: rainproof
ainrs: rains
ainoprstu: rainspout
aaillnqrsu: rainsquall
aimnorrst: rainstorm
aaeinrrtw: rainwater
aaeinrrw: rainwear
ainry: rainy
adeirs: raised
aeirrs: raiser,sierra
aeirrss: raisers,sierras
aiinrs: raisin
aiinrss: raisins
ainors: raison
aahjr: rajah
aahjrs: rajahs
aekr: rake
aeehkllr: rakehell
aekrs: rakes
agiknr: raking
ahikrs: rakish
ahiklrsy: rakishly
aehiknrsss: rakishness
aeillrs: rallies
allry: rally
agillnry: rallying
abelmrr: rambler
abelmrrs: ramblers
abgillmnry: ramblingly
abgilmnrs: ramblings
abcimnorstuu: rambunctious
abcilmnorstuuy: rambunctiously
aeikmnr: ramekin
aacfiiimnort: ramification
'aacfiiimnorst: ramification's
aacfiiimnorst: ramifications
adefiimr: ramified
aefiimrs: ramifies
afimry: ramify
afgiimnry: ramifying
aejmrt: ramjet
aejmrst: ramjets
ademmr: rammed
aemmrr: rammer
agimmnr: ramming
aemors: ramose
'amprs: ramp's
aaegmpr: rampage
aadegmpr: rampaged
aaegmoprsu: rampageous
aaegmprs: rampages
aaggimnpr: rampaging
aacmnpry: rampancy
aalmnprty: rampantly
aamprrt: rampart
aamprrst: ramparts
agimnpr: ramping
